post_no,type,writer,body,time
926901522,body,kitchen B1,"[COURSE1]
명란오일파스타, 홍합토마토스튜, 스틱마늘빵, 블루베리무피클
924kcal(단백질:41g)Na함량:1175mg(염도:0.7%)
[COURSE2]
뼈없는감자탕, 잡곡밥, 계란장조림, 명엽채땅콩볶음, 풋고추양파된장무침
923kcal(단백질:44g)Na함량:1192mg(염도:0.8%)
[샐러드바]
그린샐러드, 마카로니콘샐러드, 매실차
현미밥/백미밥, 포기김치/석박지",2023년 11월 20일 오후 6:07
926901523,body,Kitchen B1,"[COURSE1]
안동국밥, 잡곡밥, 깻잎부추전, 부들어묵볶음, 치커리무침
756kcal(단백질:32g)Na함량:1075mg(염도:0.6%)
[COURSE2]
가츠동돈부리, 미소장국, 과일샐러드, 락교무침
966kcal(단백질:41g)Na함량:1049mg(염도:0.5%)
[샐러드바]
그린샐러드, 살사푸실리샐러드, 아이스티
현미밥/백미밥, 포기김치/석박지",2023년 11월 21일 오전 11:03
926901523,comment,강경돈,0ㄱ,2023년 11월 21일
926901523,comment,Kitchen B1,중식 2코스 락교무침 대체로 한입단무지 제공됩니다.,2023년 11월 21일
926901523,comment,Kitchen B1,중식 2코스 가츠동 돈부리 품절 되었습니다.,2023년 11월 21일
926901524,body,kitchen B1,"[COURSE1]
철판오징어떡볶음, 잡곡밥, 콩나물국, 미니새송이버섯볶음, 고춧잎무침
703kcal(단백질:28g)Na함량:1163mg(염도:0.7%)
[COURSE2]
몽골리안치킨덮밥, 맑은유부국, 야채튀김*초간장, 적채무초절임
934kcal(단백질:35g)Na함량:1139mg(염도:0.6%)
[샐러드바]
그린샐러드, 이집트콩샐러드, 웨하스
현미밥/백미밥, 포기김치/깍두기",2023년 11월 21일 오후 5:57
926901525,body,Kitchen B1,"[COURSE1]
매콤제육볶음*파채무침, 잡곡밥, 콩가루배추국, 무생채, 양배추쌈*쌈장
649kcal(단백질:31g)Na함량:1038mg(염도:0.5%)
[COURSE2]
베이컨갈릭볶음밥, 맑은팽이버섯국, 교자만두강정, 브로콜리흑임자무침
921kcal(단백질:34g)Na함량:1164mg(염도:0.7%)
[샐러드바]
그린샐러드, 천사채샐러드, 참깨크래커,
현미밥/백미밥, 포기김치/깍두기",2023년 11월 22일 오전 11:05
926901525,comment,Kitchen B1,중식 1코스 양배추쌈 대체로 쌈무 제공됩니다.,2023년 11월 22일
926901525,comment,Kitchen B1,중식1코스 매콤제육볶음은 품절되었습니다.,2023년 11월 22일
926901527,body,kitchen B1,"[COURSE1]
동태매운탕, 잡곡밥, 언양식불고기, 감자채피망볶음, 반반콩자반
893kcal(단백질:42g)Na함량:1081mg(염도:0.6%)
[COURSE2]
지파이버거, &웨지감자튀김, 옥수수코울슬로, 오이피클, 탄산음료
956kcal(단백질:35g)Na함량:1118mg(염도:0.6%)
[샐러드바]
그린샐러드, 요거트, 토핑3종,
현미밥/백미밥, 포기김치/석박지",2023년 11월 22일 오후 6:12
926901527,comment,Kitchen B1,석식1코너 동태매운탕은 품절되었습니다.,2023년 11월 22일
926901528,body,kitchen B1,"[COURSE1]
마라탕면, 쌀밥(소), 꿔바로우, 단무지
987kcal(단백질:39g)Na함량:1119mg(염도:0.7%)
[COURSE2]
곤드레영양밥*부추양념장, 돈육고추장찌개, 비엔나소시지케첩볶음, 양념가지나물, 풀무원조미김
774kcal(단백질:33g)Na함량:1092mg(염도:0.6%)
[샐러드바]
그린샐러드, 렌틸콩유자샐러드, 살구주스,
현미밥/백미밥, 포기김치/석박지",2023년 11월 23일 오전 11:07
926901528,comment,Kitchen B1,중식2코스 곤드레영양밥*부추양념장 품절되었습니다.,2023년 11월 23일
926901530,body,Kitchen B1,"[COURSE1]
콩비지찌개, 잡곡밥, 도톰완자전, 느타리버섯볶음, 시금치나물
736kcal(단백질:37g)Na함량:1183mg(염도:0.8%)
[COURSE2]
옛날카레라이스&함박, 우동국물, 고구마샐러드&요거트D, 마늘쫑무침
916kcal(단백질:39g)Na함량:1097mg(염도:0.6%)
[샐러드바]
그린샐러드, 후르츠콘샐러드, 식혜
현미밥/백미밥, 포기김치/깍두기",2023년 11월 23일 오후 6:00
926901530,comment,kitchen B1,석식 2코스 옛날카레라이스&함박 품절되었습니다,2023년 11월 23일
926901531,body,Kitchen B1,"[COURSE1&2]
<런치스페셜>수육&보쌈무김치, 쌀밥, 시금치된장국,
두부구이*양념장,절임배추*쌈장
973kcal(단백질:46g)Na함량:1195mg(염도:0.8%)
[샐러드바]
그린샐러드, 귤, 다시마튀각
현미밥/백미밥, 포기김치/깍두기",2023년 11월 24일 오전 11:11
926901532,body,Kitchen B1,"[COURSE1]
황태미역국, 잡곡밥, 미트볼케첩볶음, 연근조림, 청경채나물
728kcal(단백질:29g)Na함량:1033mg(염도:0.6%)
[샐러드바]
그린샐러드, 과일푸딩, 생강대롱
현미밥/백미밥, 포기김치/깍두기",2023년 11월 24일 오후 5:52
926901534,body,Kitchen B1,"[COURSE1]
순대국밥*다데기, 잡곡밥, 감자채전, 느타리버섯볶음, 부추겉절이
907kcal(단백질:36g)Na함량:1156mg(염도:0.7%)
[COURSE2]
우삼겹깍두기볶음밥, 사골파국, 새우커틀릿&크림어니언S, 우엉참깨무침
942kcal(단백질:35g)Na함량:1056mg(염도:0.6%)
[샐러드바]
그린샐러드, 마카로니콘샐러드, 허니꿀짱
현미밥/백미밥, 포기김치/깍두기",2023년 11월 27일 오전 10:58
926901534,comment,Kitchen B1,중식2코너 새우커틀릿->청파래오징어까스로 제공됩니다.,2023년 11월 27일
926901535,body,kitchen B1,"[COURSE1]
장칼국수, 보리밥(소), 갈비왕교자만두*초간장, 맑은오이지무침
948kcal(단백질:35g)Na함량:1118mg(염도:0.7%)
[COURSE2]
매실청돈육불고기, 잡곡밥, 얼큰콩나물국, 쑥갓나물, 멸치견과볶음
823kcal(단백질:37g)Na함량:1127mg(염도:0.7%)
[샐러드바]
그린샐러드, 살사푸실리샐러드, 수정과
현미밥/백미밥, 포기김치/깍두기",2023년 11월 27일 오후 5:58
926901536,body,Kitchen B1,"[COURSE1]
닭간장불고기, 잡곡밥, 김치국, 다시마쌈*초고추장, 깐마늘장아찌
856kcal(단백질:35g)Na함량:1124mg(염도:0.7%)
[COURSE2]
뚝배기소보로비빔밥, 꼬치어묵국, 고구마맛탕, 채소겨자냉채
912kcal(단백질:34g)Na함량:1075mg(염도:0.6%)
[샐러드바]
그린샐러드, 모듬콩샐러드, 살구주스
현미밥/백미밥, 포기김치/깍두기",2023년 11월 28일 오전 11:04
926901537,body,kitchen B1,"[COURSE1]
소고기샤브샤브, 잡곡밥, 동그랑땡조림, 열무된장나물, 궁채절임
892kcal(단백질:42g)Na함량:1049mg(염도:0.5%)
[COURSE2]
타워함박스테이크&청양크림소스, 쌀밥(소), 스틱마늘빵, 블루베리무피클, 탄산음료
913kcal(단백질:34g)Na함량:1112mg(염도:0.6%)
[샐러드바]
그린샐러드, 요거트, 토핑3종
현미밥/백미밥, 포기김치/석박지",2023년 11월 28일 오후 6:04
926901538,body,Kitchen B1,"[COURSE1]
유부쑥갓잔치국수, 제육주먹밥, 수수부꾸미, 오복지무침
946kcal(단백질:35g)Na함량:1121mg(염도:0.6%)
[COURSE2]
청국장찌개, 잡곡밥, 한식잡채, 숙주나물, 도토리묵채소무침
725kcal(단백질:29g)Na함량:1166mg(염도:0.7%)
[샐러드바]
그린샐러드, 단감, 다시마튀각
현미밥/백미밥, 포기김치/석박지",2023년 11월 29일 오전 11:02
926901538,comment,Kitchen B1,중식 1코스 유부쑥갓잔치국수 품절되었습니다,2023년 11월 29일
926901538,comment,Kitchen B1,중식 2코스 숙주나물 대체로 단호박부꾸미 제공됩니다.,2023년 11월 29일
926901540,body,kitchen B1,"[COURSE1]
고등어무조림, 잡곡밥, 얼갈이된장국, 계란찜, 쥐어채볶음
815kcal(단백질:37g)Na함량:1188mg(염도:0.8%)
[COURSE2]
불고기할라피뇨볶음밥, 유부장국, 고로케*케첩, 마늘쫑건새우볶음
906kcal(단백질:36g)Na함량:1043mg(염도:0.5%)
[샐러드바]
그린샐러드, 실곤약샐러드, 초코쿠키
현미밥/백미밥, 포기김치/깍두기",2023년 11월 29일 오후 6:04
926901540,comment,Kitchen B1,석식 2코스 불고기할라피뇨볶음밥 품절되었습니다.,2023년 11월 29일
926901541,body,Kitchen B1,"[COURSE1]
돈육콩나물두루치기, 잡곡밥, 조랭이떡국, 들깨무나물, 참나물겉절이
796kcal(단백질:36g)Na함량:1040mg(염도:0.5%)
[COURSE2]
경양식치킨까스정식&구운채소, 쌀밥, 옥수수크림수프, 모닝빵&딸기잼, 수제피클
942kcal(단백질:42g)Na함량:1166mg(염도:0.7%)
[샐러드바]
그린샐러드, 바나나칩샐러드, 팝콘
현미밥/백미밥, 포기김치/깍두기",2023년 11월 30일 오전 10:49
926901541,comment,Kitchen B1,중식2코너 딸기잼->버터로 변경되었습니다.,2023년 11월 30일
926901541,comment,kitchen B1,중식2코너 경양식치킨까스정식-> 경양식돈까스정식으로 변경되었습니다,2023년 11월 30일
926901541,comment,Kitchen B1,중식 2코너 품절되었습니다.,2023년 11월 30일
926901542,body,kitchen B1,"[COURSE1]
나주곰탕, 잡곡밥, 오징어채소무침, 호박새우젓볶음, 양념깻잎지
885kcal(단백질:40g)Na함량:1074mg(염도:0.6%)
[COURSE2]
마파두부덮밥, 게맛살스프, 따바오찜, 짜사이무침
861kcal(단백질:37g)Na함량:1173mg(염도:0.8%)
[샐러드바]
그린샐러드, 렌틸콩유자샐러드, 석류차
현미밥/백미밥, 포기김치/깍두기",2023년 11월 30일 오후 6:04
926901543,body,Kitchen B1,"[COURSE1]
자장면, 계란파국, 후르츠탕수육, 단무지
832kcal(단백질:33g)Na함량:1114mg(염도:0.7%)
[COURSE2]
설렁탕, 잡곡밥, 바싹김치전, 사각어묵볶음, 브로콜리숙회
896kcal(단백질:38g)Na함량:1055mg(염도:0.5%)
[샐러드바]
그린샐러드, 요거트, 토핑3종
현미밥/백미밥, 포기김치/석박지",2023년 12월 1일 오전 11:03
926901543,comment,Kitchen B1,"1코스 자장면 품절되었습니다.
1코스 품절로 2코스 추가찬 연근조림 제공됩니다.",2023년 12월 1일
926901545,body,kitchen B1,"[COURSE1]
들깨수제비, 잡곡밥, 매콤모듬장조림, 게맛살미역줄기복음, 오이생채
899kcal(단백질:40g)Na함량:1065mg(염도:0.6%)
[샐러드바]
그린샐러드, 과일푸딩, 고구마스틱
현미밥/백미밥, 포기김치/깍두기",2023년 12월 1일 오후 5:31
926901547,body,Kitchen B1,"[COURSE1]
버섯소불고기, 잡곡밥, 매콤두부양념조림, 탕평채, 열무된장나물
776kcal(단백질:39g)Na함량:1128mg(염도:0.6%)
[COURSE2]
돈목살필라프, 맑은유부국, 치즈연어까스*타르타르소스, 옥수수코울슬로
896kcal(단백질:40g)Na함량:1188mg(염도:0.8%)
[샐러드바]
그린샐러드, 요거트, 토핑3종
현미밥/백미밥, 포기김치/깍두기",2023년 12월 4일 오전 10:51
926901547,comment,Kitchen B1,2코스 치즈연어까스 대체로 야채튀김이 제공됩니다.,12월 4일 오후 1:10
926901547,comment,Kitchen B1,중식2코스 옥수수코울슬로 대체로 비엔나소시지볶음이 제공됩니다.,12월 4일 오후 1:38
926901547,comment,Kitchen B1,중식 1코스 버섯소불고기 품절되었습니다.,12월 4일 오후 1:42
926901548,body,kitchen B1,"[COURSE1]
탄탄면, 쌀밥(소), 유린기, 짜사이무침
944kcal(단백질:40g)Na함량:1141mg(염도:0.7%)
[COURSE2]
볼락한마리구이, 잡곡밥, 몽글몽글순두부탕*양념장, 맛살채소볶음, 고춧잎무침
673kcal(단백질:30g)Na함량:1002mg(염도:0.5%)
[샐러드바]
그린샐러드, 과일푸딩, 건빵튀김
현미밥/백미밥, 포기김치/깍두기",2023년 12월 4일 오후 5:59
926901548,comment,Kitchen B1,"석식2코스 볼락한마리구이에 제공되는 볼락은 원산지표시 대상이 아니오나 최근 해산물 문의가 많아 원산지 안내드립니다.
금일 제공되는 볼락은 포르투갈산입니다.^^",12월 4일 오후 6:09
926901548,comment,Kitchen B1,1코스 탄탄면은 품절되었습니다,12월 4일 오후 7:46
926901549,body,Kitchen B1,"[COURSE1]
어묵김치찌개, 쌀밥&계란프라이, 알감자조림, 시금치나물, 건파래자반
942kcal(단백질:40g)Na함량:1117mg(염도:0.6%)
[COURSE2]
느타리버섯비프하이라이스, 우동국물, 견과고구마샐러드, 블루베리무피클
938kcal(단백질:42g)Na함량:1023mg(염도:0.5%)
[샐러드바]
그린샐러드, 후르츠콘샐러드, 생강대롱
현미밥/백미밥, 포기김치/깍두기",2023년 12월 5일 오전 11:03
926901550,body,kitchen B1,"[COURSE1]
돈육생강장불고기, 잡곡밥, 다시마무채국, 가지나물, 유자청치커리무침
658kcal(단백질:33g)Na함량:1090mg(염도:0.5%)
[COURSE2]
참치마요데리야끼덮밥, 사골파국, 씨앗닭강정, 오복지무침
926kcal(단백질:42g)Na함량:1124mg(염도:0.6%)
[샐러드바]
그린샐러드, 연근샐러드, 식혜
현미밥/백미밥, 포기김치/석박지",2023년 12월 5일 오후 5:56
926901550,comment,Kitchen B1,석식1코너 참치마요데리야끼덮밥은 품절되었습니다.,12월 5일 오후 7:54
926901552,body,Kitchen B1,"[COURSE1]
분짜플레터, &느억맘소스, 쌀국수국물, 양파피클, 코카콜라고굿오트
689kcal(단백질:28g)Na함량:1187mg(염도:0.7%)
[COURSE2]
닭보쌈, 잡곡밥, 미역국, 미니새송이버섯볶음, 무쌈*와사비마요, 코카콜라고굿오트
745kcal(단백질:32g)Na함량:1060mg(염도:0.6%)
[샐러드바]
그린샐러드, 이집트콩샐러드, 허니꿀짱
현미밥/백미밥, 포기김치/석박지",2023년 12월 6일 오전 11:04
926901552,comment,kitchen B1,중식 1코스 분짜플레터 품절되었습니다,12월 6일 오후 1:41
926901553,body,kitchen B1,"[COURSE1]
사골떡만두국, 잡곡밥(소), 메추리알장조림, 브로콜리통마늘볶음, 오이깍둑무침
776kcal(단백질:29g)Na함량:1106mg(염도:0.6%)
[COURSE2]
산채들기름볶음밥&계란프라이, 호박감자국, 새우볼카츠*타르타르소스, 무말랭이무침, 약고추장
928kcal(단백질:37g)Na함량:1188mg(염도:0.8%)
[샐러드바]
그린샐러드, 천사채샐러드, 참깨크래커
현미밥/백미밥, 포기김치/깍두기",2023년 12월 6일 오후 5:58
926901553,comment,Kitchen B1,석식2코스 산채들기름볶음밥&계란프라이 품절되었습니다.,12월 6일 오후 7:46
926901554,body,Kitchen B1,"[COURSE1]
<제철식재-홍합>홍합토마토파스타, 코리안BBQ노엣지피자, 수제모듬피클, 탄산음료
817kcal(단백질:36g)Na함량:1148mg(염도:0.6%)
[COURSE2]
<제철식재-봄동>돼지양념구이*구운채소, 잡곡밥, 근대된장국, 우엉파프리카볶음, 봄동겉절이
838kcal(단백질:42g)Na함량:1133mg(염도:0.6%)
[샐러드바]
그린샐러드, 바나나, 알새우칩
현미밥/백미밥, 포기김치/깍두기",2023년 12월 7일 오전 11:04
926901554,comment,Kitchen B1,중식1코너 홍합토마토파스타는 품절되었습니다.,12월 7일 오후 1:48
926901556,body,kitchen B1,"[COURSE1]
소고기숙주볶음, 잡곡밥, 두부김치국, 둥근어묵볶음, 매콤무조림
883kcal(단백질:42g)Na함량:1148mg(염도:0.7%)
[COURSE2]
핫도그떡볶이, 어묵국, 김말이튀김, 한입단무지
826kcal(단백질:33g)Na함량:1112mg(염도:0.6%)
[샐러드바]
그린샐러드, 요거트, 토핑3종
현미밥/백미밥, 포기김치/깍두기",2023년 12월 7일 오후 5:55
926901556,comment,Kitchen B1,석식2코스 핫도그떡볶이 품절되었습니다.,12월 7일 오후 7:56
926901557,body,Kitchen B1,"[COURSE1]
이북식닭곰탕, 잡곡밥, 돈저냐구이&파채, 명엽채땅콩조림, 건새우마늘쫑볶음
745kcal(단백질:35g)Na함량:1115mg(염도:0.6%)
[COURSE2]
오므라이스&그릴소세지, 맑은팽이버섯국, 오지치즈프라이, 보코치니방울토마토샐러드
943kcal(단백질:35g)Na함량:1155mg(염도:0.7%)
[샐러드바]
그린샐러드, 쿠스쿠스샐러드, 계란과자
현미밥/백미밥, 포기김치/깍두기",2023년 12월 8일 오전 10:56
926901557,comment,Kitchen B1,중식2코스 오므라이스&그릴소세지에서 그릴소세지->훈제닭가슴살로 변경되었습니다.,12월 8일 오후 1:52
926901558,body,Kitchen B1,"[COURSE1]
전주콩나물국밥*새우젓, 잡곡밥, 부추장떡, 감자채볶음, 고들빼기무침
789kcal(단백질:32g)Na함량:1142mg(염도:0.7%)
[샐러드바]
그린샐러드, 모듬콩샐러드, 오미자차
현미밥/백미밥, 포기김치/깍두기",2023년 12월 8일 오후 5:39
926901560,body,Kitchen B1,"[COURSE1]
계림닭볶음탕, 잡곡밥, 근대된장국, 연두부찜*양념장, 미역줄기볶음
816kcal(단백질: 39g)Na함량: 1165mg(염도: 0.7%)
[COURSE2]
소고기미나리볶음밥, 맑은유부국물, 피쉬커틀릿&타르타르소스, 우엉참깨무침
732kcal(단백질:31g)Na함량: 1174mg(염도: 0.7%)
[샐러드바]
그린샐러드, 살사푸실리샐러드
현미밥/백미밥, 포기김치/깍두기",2023년 12월 11일 오전 10:50
926901560,comment,kitchen B1,중식 2코스 소고기미나리볶음밥 품절되었습니다.,12월 11일 오후 1:38
926901561,body,kitchen B1,"[COURSE1]
뚝배기얼큰김치우동, 후리가케밥, 네기타코야끼, 꼬들단무지
778kcal(단백질: 30g)Na함량: 1138mg(염도: 0.6%)
[COURSE2]
소고기미역국, 잡곡밥, 햄전&케첩, 고구마순나물, 멸치견과볶음
761kcal(단백질:32g)Na함량: 1144mg(염도: 0.6%)
[샐러드바]
그린샐러드, 마카로니콘샐러드, 참크래커
현미밥/백미밥, 포기김치/석박지",2023년 12월 11일 오후 6:02
926901561,comment,Kitchen B1,2코너 햄전-> 식물성런천미트전으로 변경되었습니다.,12월 11일 오후 7:47
926901562,body,Kitchen B1,"[COURSE1]
들깨북어콩나물해장국, 잡곡밥, 떡갈비채소조림, 호박새우젓볶음, 알마늘장아찌
786kcal(단백질: 33g)Na함량: 1069mg(염도: 0.5%)
[COURSE2]
눈꽃치즈돈까스&후르츠콘, 쌀밥(소), 크림수프, 치아바타*올리브오일발사믹식초, 오이피클
944kcal(단백질:38g)Na함량: 1175mg(염도: 0.8%)
[샐러드바]
그린샐러드, 코울슬로샐러드, 초코쿠키
현미밥/백미밥, 포기김치/석박지",2023년 12월 12일 오전 10:55
926901562,comment,Kitchen B1,중식2코너 눈꽃치즈돈까스는 품절되었습니다.,12월 12일 오후 1:31
926901563,body,kitchen B1,"[COURSE1]
철판백순대볶음*양념장, 잡곡밥, 다시마무채국, 쥐어채조림, 무쌈삼색겨자채
852kcal(단백질: 34g)Na함량: 1163mg(염도: 0.7%)
[COURSE2]
고추잡채덮밥&꽃빵, 계란파국, 꿔바로우, 짜사이무침
756kcal(단백질:34g)Na함량: 1132mg(염도: 0.6%)
[샐러드바]
그린샐러드, 요거트, 토핑3종
현미밥/백미밥, 포기김치/깍두기",2023년 12월 12일 오후 6:00
926901563,comment,Kitchen B1,석식2코너 고추잡채덮밥*꽃빵은 품절되었습니다.,12월 12일 오후 7:48
