post_no,type,writer,body,time,day,hour,day_of_week,course1,course1_kcal,course1_protein,course1_na,course2,course2_kcal,course2_protein,course2_na
926901227,body,Kitchen B1,"[COURSE1]순두부찌개,잡곡밥,도톰완자전,알감자조림,깻잎지무침854kcal(단백질:39g)Na함량:1213mg(염도:0.7%)[COURSE2]반반카레라이스&두부텐더,우동국물,야채고로케,블루베리무피클954kcal(단백질:26g)Na함량:1225mg(염도:0.5%)[샐러드바]그린샐러드,살사푸실리샐러드,누네띠네,현미밥/백미밥,포기김치/열무김치",2023-06-07 11:02:00,2023-06-07,11:02,Wednesday,"순두부찌개,잡곡밥,도톰완자전,알감자조림,깻잎지무침",854,39,1213.0,"반반카레라이스&두부텐더,우동국물,야채고로케,블루베리무피클",954.0,26.0,1225.0
926901228,body,Kitchen B1,"[COURSE1]취나물영양밥&부추양념장,청국장찌개,고등어반마리구이,파래김구이,오이깍둑무침733kcal(단백질:30g)Na함량:1373mg(염도:0.7%)[COURSE2]핫도그떡볶이,맑은유부국,참치마요덮밥,모듬튀김,한입단무지923kcal(단백질:38g)Na함량:1234mg(염도:0.5%)[샐러드바]그린샐러드,천사채샐러드,매실차,현미밥/백미밥,포기김치/석박지",2023-06-07 18:00:00,2023-06-07,18:00,Wednesday,"취나물영양밥&부추양념장,청국장찌개,고등어반마리구이,파래김구이,오이깍둑무침",733,30,1373.0,"핫도그떡볶이,맑은유부국,참치마요덮밥,모듬튀김,한입단무지",923.0,38.0,1234.0
926901230,body,Kitchen B1,"[COURSE1]황태해장국,잡곡밥,매콤모듬장조림,고구마순들깨나물,브로콜리숙회&초고추장723kcal(단백질:39g)Na함량:1232mg(염도:0.6%)[COURSE2]소고기할라피뇨볶음밥&계란프라이,미소시루,볼새우카츠&타르타르소스,우엉파프리카볶음919kcal(단백질:36g)Na함량:1158mg[샐러드바]그린샐러드,모듬콩샐러드,고구마스틱,현미밥/백미밥,포기김치/깍두기",2023-06-08 18:12:00,2023-06-08,18:12,Thursday,"황태해장국,잡곡밥,매콤모듬장조림,고구마순들깨나물,브로콜리숙회&초고추장",723,39,1232.0,"소고기할라피뇨볶음밥&계란프라이,미소시루,볼새우카츠&타르타르소스,우엉파프리카볶음",919.0,36.0,1158.0
926901231,body,Kitchen B1,"[COURSE1]계림닭볶음탕,잡곡밥,얼갈이된장국,청포묵김가루무침,숙주나물902kcal(단백질:66g)Na함량:1481mg(염도:0.6%)[COURSE2]부타동,무채국,야채튀김&초간장,과일샐러드947kcal(단백질:59g)Na함량:1307mg(염도:0.5%)[샐러드바]그린샐러드,바나나,깨강정,현미밥/백미밥,배추겉절이/깍두기",2023-06-09 11:09:00,2023-06-09,11:09,Friday,"계림닭볶음탕,잡곡밥,얼갈이된장국,청포묵김가루무침,숙주나물",902,66,1481.0,"부타동,무채국,야채튀김&초간장,과일샐러드",947.0,59.0,1307.0
926901232,body,Kitchen B1,"[COURSE1]돌솥비빔밥&계란프라이,맑은팽이버섯국,오징어초무침,고구마맛탕,비빔밥고추장941kcal(단백질:40g)Na함량:1174mg(염도:0.5%)[샐러드바]그린샐러드,마카로니샐러드,블루베리주스,현미밥/백미밥,포기김치/열무김치글옵션",2023-06-09 18:12:00,2023-06-09,18:12,Friday,"돌솥비빔밥&계란프라이,맑은팽이버섯국,오징어초무침,고구마맛탕,비빔밥고추장",941,40,1174.0,NaN,NaN,NaN,NaN
926901234,body,Kitchen B1,"[COURSE1]차돌부추돌솥밥*양념장,된장찌개,야채계란찜,멸치견과류볶음,풀무원조미김774kcal(단백질:77g)Na함량:1472mg(염도:0.6%)[COURSE2]투움바리조또&닭다리구이,모닝빵&에그스프레드,수제모듬피클,탄산음료1226kcal(단백질:60g)Na함량:1235mg[샐러드바]그린샐러드,오렌지,웨하스,현미밥/백미밥,포기김치/열무김치",2023-06-12 11:08:00,2023-06-12,11:08,Monday,"차돌부추돌솥밥*양념장,된장찌개,야채계란찜,멸치견과류볶음,풀무원조미김",774,77,1472.0,"투움바리조또&닭다리구이,모닝빵&에그스프레드,수제모듬피클,탄산음료",1226.0,60.0,1235.0
926901235,body,Kitchen B1,"[COURSE1]전주식콩나물국밥,잡곡밥,언양식불고기,감자채볶음,청경채겉절이803kcal(단백질:34g)Na함량:1167mg(염도:0.6%)[COURSE2]장조림버터비빔밥,우동국물,통살새우까스&사우전S,마늘쫑무침953kcal(단백질:38g)Na함량:1351mg(염도:0.5%)[샐러드바]그린샐러드,요거트,토핑3종,현미밥/백미밥,포기김치/석박지",2023-06-12 18:17:00,2023-06-12,18:17,Monday,"전주식콩나물국밥,잡곡밥,언양식불고기,감자채볶음,청경채겉절이",803,34,1167.0,"장조림버터비빔밥,우동국물,통살새우까스&사우전S,마늘쫑무침",953.0,38.0,1351.0
926901237,body,Kitchen B1,"[COURSE1]닭간장불고기,잡곡밥,시금치된장국,미역줄기볶음,매콤무조림676kcal(단백질:77g)Na함량:1472mg(염도:0.6%)[COURSE2]고추잡채덮밥&꽃빵,계란파국,꿔바로우,짜사이무침993kcal(단백질:60g)Na함량:1235mg[샐러드바]그린샐러드,이집트콩샐러드,살구주스,현미밥/백미밥,포기김치/깍두기",2023-06-13 11:09:00,2023-06-13,11:09,Tuesday,"닭간장불고기,잡곡밥,시금치된장국,미역줄기볶음,매콤무조림",676,77,1472.0,"고추잡채덮밥&꽃빵,계란파국,꿔바로우,짜사이무침",993.0,60.0,1235.0
926901238,body,Kitchen B1,"[COURSE1]명란크림파스타,콤비네이션피자,오이피클할라피뇨,탄산음료950kcal(단백질:34g)Na함량:1167mg(염도:0.6%)[COURSE2]뼈없는감자탕,잡곡밥,식물성런천미트*케첩,맛살브로콜리볶음,양파풋고추된장무침957kcal(단백질:38g)Na함량:1351mg(염도:0.5%)[샐러드바]그린샐러드,실곤약샐러드,다시마튀각,현미밥/백미밥,포기김치/깍두기",2023-06-13 18:09:00,2023-06-13,18:09,Tuesday,"명란크림파스타,콤비네이션피자,오이피클할라피뇨,탄산음료",950,34,1167.0,"뼈없는감자탕,잡곡밥,식물성런천미트*케첩,맛살브로콜리볶음,양파풋고추된장무침",957.0,38.0,1351.0
926901239,body,Kitchen B1,"[COURSE1]설렁탕,잡곡밥,너비아니구이,느타리버섯볶음,고들빼기무침740kcal(단백질:39g)Na함량:1213mg(염도:0.7%)[COURSE2]나시고랭,쌀국수국물,모듬춘권&칠리소스,레몬양파초절임950kcal(단백질:26g)Na함량:1225mg(염도:0.5%)[샐러드바]그린샐러드,요거트,토핑3종,현미밥/백미밥,포기김치/석박지",2023-06-14 11:06:00,2023-06-14,11:06,Wednesday,"설렁탕,잡곡밥,너비아니구이,느타리버섯볶음,고들빼기무침",740,39,1213.0,"나시고랭,쌀국수국물,모듬춘권&칠리소스,레몬양파초절임",950.0,26.0,1225.0
926901240,body,Kitchen B1,"[COURSE1]훈제오리볶음&양파구이,잡곡밥,아욱된장국,바싹김치전,무쌈&머스타드소스857kcal(단백질:30g)Na함량:1373mg(염도:0.7%)[COURSE2]가츠동돈부리,어묵국,방울토마토보코치니치즈&발사믹D,단무지무침941kcal(단백질:38g)Na함량:1234mg(염도:0.5%)[샐러드바]그린샐러드,쿠스쿠스샐러드,크래커,현미밥/백미밥,포기김치/깍두기",2023-06-14 18:05:00,2023-06-14,18:05,Wednesday,"훈제오리볶음&양파구이,잡곡밥,아욱된장국,바싹김치전,무쌈&머스타드소스",857,30,1373.0,"가츠동돈부리,어묵국,방울토마토보코치니치즈&발사믹D,단무지무침",941.0,38.0,1234.0
926901241,body,Kitchen B1,"[COURSE1]오징어돈육두루치기,잡곡밥,감자양파국,계란장조림,시래기지짐851kcal(단백질:44g)Na함량:1322mg(염도:0.6%)[COURSE2]<헬시데이>두부카츠채소덮밥,미소시루,오렌지컬리플라워샐러드,블루베리무피클,식물성오트요거트801kcal(단백질:48g)Na함량:1261mg(염도:0.6%)[샐러드바]그린샐러드,과일푸딩,알새우칩,현미밥/백미밥,배추겉절이/깍두기",2023-06-15 11:15:00,2023-06-15,11:15,Thursday,"오징어돈육두루치기,잡곡밥,감자양파국,계란장조림,시래기지짐",851,44,1322.0,"<헬시데이>두부카츠채소덮밥,미소시루,오렌지컬리플라워샐러드,블루베리무피클,식물성오트요거트",801.0,48.0,1261.0
926901242,body,Kitchen B1,"[COURSE1]철판백순대볶음&양념장,잡곡밥,미역국,미니새송이버섯간장조림,겨자채무침902kcal(단백질:23g)Na함량:1387mg(염도:0.6%)[COURSE2]소고기우엉볶음밥,콩가루배추된장국,크리미어니언피쉬커틀릿,적채양배추절임942kcal(단백질:36g)Na함량:1238mg(염도:0.6%)[샐러드바]그린샐러드,누룽지샐러드,수정과,현미밥/백미밥,포기김치/깍두기",2023-06-15 18:24:00,2023-06-15,18:24,Thursday,"철판백순대볶음&양념장,잡곡밥,미역국,미니새송이버섯간장조림,겨자채무침",902,23,1387.0,"소고기우엉볶음밥,콩가루배추된장국,크리미어니언피쉬커틀릿,적채양배추절임",942.0,36.0,1238.0
926901243,body,Kitchen B1,"[COURSE1]초계국수,후리가케김가루밥,갈비만두찜,참나물겉절이991kcal(단백질:66g)Na함량:1481mg(염도:0.6%)[COURSE2]고갈비구이,잡곡밥,몽글순두부*양념장,부들어묵볶음,알마늘장아찌711kcal(단백질:59g)Na함량:1307mg(염도:0.5%)[샐러드바]그린샐러드,나쵸*살사소스,아이스티,현미밥/백미밥,포기김치/깍두기",2023-06-16 11:04:00,2023-06-16,11:04,Friday,"초계국수,후리가케김가루밥,갈비만두찜,참나물겉절이",991,66,1481.0,"고갈비구이,잡곡밥,몽글순두부*양념장,부들어묵볶음,알마늘장아찌",711.0,59.0,1307.0
926901244,body,Kitchen B1,"[COURSE1]육개장,잡곡밥,단호박전,명엽채볶음,무들깨나물746kcal(단백질:40g)Na함량:1174mg(염도:0.5%)[샐러드바]그린샐러드,렌틸콩샐러드,초코쿠키,현미밥/백미밥,포기김치/열무김치",2023-06-16 17:58:00,2023-06-16,17:58,Friday,"육개장,잡곡밥,단호박전,명엽채볶음,무들깨나물",746,40,1174.0,NaN,NaN,NaN,NaN
926901246,body,Kitchen B1,"[COURSE1]떙초어묵우동,후리가케밥,납작부침만두&비빔야채,유자꼬들단무지981kcal(단백질:36g)Na함량:1260mg(염도:0.6%)[COURSE2]소고기숙주볶음,잡곡밥,김치국,매콤두부조림,오복지무침705kcal(단백질:34g)Na함량:1009mg(염도:0.6%)[샐러드바]그린샐러드,요거트,토핑3종,현미밥/백미밥,포기김치/깍두기",2023-06-19 10:56:00,2023-06-19,10:56,Monday,"떙초어묵우동,후리가케밥,납작부침만두&비빔야채,유자꼬들단무지",981,36,1260.0,"소고기숙주볶음,잡곡밥,김치국,매콤두부조림,오복지무침",705.0,34.0,1009.0
926901247,body,Kitchen B1,"[COURSE1]콩비지찌개,잡곡밥,계란말이,쥐어채땅콩볶음,참나물겉절이882kcal(단백질:63g)Na함량:1339mg(염도:0.6%)[COURSE2]하이라이스&코코넛치즈돈까스,유부된장국,고구마샐러드,락교무침968kcal(단백질:36g)Na함량:1319mg(염도:0.5%)[샐러드바]그린샐러드,마카로니샐러드,석류차,현미밥/백미밥,포기김치/석박지",2023-06-19 18:03:00,2023-06-19,18:03,Monday,"콩비지찌개,잡곡밥,계란말이,쥐어채땅콩볶음,참나물겉절이",882,63,1339.0,"하이라이스&코코넛치즈돈까스,유부된장국,고구마샐러드,락교무침",968.0,36.0,1319.0
926901248,body,Kitchen B1,"[COURSE1]돼지국밥*새우젓,잡곡밥,오징어채소초무침,브로콜리통마늘볶음,부추겉절이714kcal(단백질:43g)Na함량:1462mg(염도:0.6%)[COURSE2]베이컨갈릭볶음밥&계란프라이,미소시루,닭강정&알새우칩,궁채장아찌955kcal(단백질:58g)Na함량:1390mg(염도:0.5%)[샐러드바]그린샐러드,바나나칩샐러드샐러드,자몽차,현미밥/백미밥,배추겉절이/깍두기",2023-06-20 11:12:00,2023-06-20,11:12,Tuesday,"돼지국밥*새우젓,잡곡밥,오징어채소초무침,브로콜리통마늘볶음,부추겉절이",714,43,1462.0,"베이컨갈릭볶음밥&계란프라이,미소시루,닭강정&알새우칩,궁채장아찌",955.0,58.0,1390.0
926901249,body,Kitchen B1,"[COURSE1]매실청돈육불고기,잡곡밥,콩나물국호박깻잎채전,도토리묵무침,양배추쌈&쌈장881kcal(단백질:36g)Na함량:1227mg[COURSE2]삼색야끼도리덮밥,무채국,네기타코야끼,미니새송이파프리카볶음934kcal(단백질:57g)Na함량:1271mg(염도:0.5%)[샐러드바]그린샐러드,모듬콩샐러드,고구마스틱,현미밥/백미밥,포기김치/깍두기",2023-06-20 18:10:00,2023-06-20,18:10,Tuesday,"매실청돈육불고기,잡곡밥,콩나물국호박깻잎채전,도토리묵무침,양배추쌈&쌈장",881,36,1227.0,"삼색야끼도리덮밥,무채국,네기타코야끼,미니새송이파프리카볶음",934.0,57.0,1271.0
926901250,body,Kitchen B1,"[COURSE1]불고기퀘사디아&양념감자튀김,*샤워크림/살사소스,콜드파스타,양배추적채피클,탄산음료966kcal(단백질:21g)Na함량:1008mg[COURSE2]고추장삼겹살구이&구운양파,잡곡밥,유채된장국,알감자조림,꽃상추겉절이986kcal(단백질:33g)Na함량:1288mg(염도:0.6%)[샐러드바]그린샐러드,과일푸딩,계란과자,현미밥/백미밥,포기김치/깍두기",2023-06-21 11:15:00,2023-06-21,11:15,Wednesday,"불고기퀘사디아&양념감자튀김,*샤워크림/살사소스,콜드파스타,양배추적채피클,탄산음료",966,21,1008.0,"고추장삼겹살구이&구운양파,잡곡밥,유채된장국,알감자조림,꽃상추겉절이",986.0,33.0,1288.0
926901251,body,Kitchen B1,"[COURSE1]떡만두국,잡곡밥,어니언떡갈비구이,열무나물,오이양파무침891kcal(단백질:27g)Na함량:1273mg(염도:0.6%)[COURSE2]차돌깍두기볶음밥&계란프라이,맑은팽이버섯국,궁중떡볶이,치커리유자청무침896kcal(단백질:35g)Na함량:1227mg(염도:0.5%)[샐러드바]그린샐러드,후르츠콘샐러드,오미자차,현미밥/백미밥.포기김치/깍두기",2023-06-21 18:08:00,2023-06-21,18:08,Wednesday,"떡만두국,잡곡밥,어니언떡갈비구이,열무나물,오이양파무침",891,27,1273.0,"차돌깍두기볶음밥&계란프라이,맑은팽이버섯국,궁중떡볶이,치커리유자청무침",896.0,35.0,1227.0
926901254,body,Kitchen B1,"[COURSE1]소고기샤브샤브,잡곡밥,완자전,시금치나물,건새우마늘쫑볶음861kcal(단백질:55g)Na함량:1345mg(염도:0.6%)[COURSE2]오징어비빔밥,수제비국,미니돈까스조림,맑은오이지무침933kcal(단백질:33g)Na함량:1332mg(염도:0.6%)[샐러드바]그린샐러드,연근샐러드,매실차,현미밥/백미밥,포기김치/열무김치",2023-06-22 11:18:00,2023-06-22,11:18,Thursday,"소고기샤브샤브,잡곡밥,완자전,시금치나물,건새우마늘쫑볶음",861,55,1345.0,"오징어비빔밥,수제비국,미니돈까스조림,맑은오이지무침",933.0,33.0,1332.0
926901255,body,Kitchen B1,"[COURSE1]느타리버섯무밥*양념장,돈육고추장찌개,조기한마리구이,가지나물,깻잎지무침668kcal(단백질:34g)Na함량:1327mg(염도:0.7%)[COURSE2]마파두부덮밥,계란파국,후르츠탕수육,양장피겨자냉채981kcal(단백질:55g)Na함량:1100mg(염도:0.6%)[샐러드바]그린샐러드,요거트,토핑3종,현미밥/백미밥,포기김치/깍두기",2023-06-22 18:05:00,2023-06-22,18:05,Thursday,"느타리버섯무밥*양념장,돈육고추장찌개,조기한마리구이,가지나물,깻잎지무침",668,34,1327.0,"마파두부덮밥,계란파국,후르츠탕수육,양장피겨자냉채",981.0,55.0,1100.0
926901256,body,Kitchen B1,"[COURSE1]<런치스페셜>치뱅이,치킨&골뱅이무침&소면사리,감자튀김,김가루양념밥,탄산&무알콜맥주,치킨무1194kcal(단백질:50g)Na함량:1330mg[COURSE2]<런치스페셜>치뱅이,치킨&골뱅이무침&소면사리,감자튀김,김가루양념밥,탄산&무알콜맥주,치킨무1194kcal(단백질:50g)Na함량:1330mg[샐러드바]그린샐러드,코우슬로샐러드,오렌지,현미밥/백미밥,포기김치/깍두기",2023-06-23 11:07:00,2023-06-23,11:07,Friday,"<런치스페셜>치뱅이,치킨&골뱅이무침&소면사리,감자튀김,김가루양념밥,탄산&무알콜맥주,치킨무",1194,50,1330.0,"<런치스페셜>치뱅이,치킨&골뱅이무침&소면사리,감자튀김,김가루양념밥,탄산&무알콜맥주,치킨무",1194.0,50.0,1330.0
926901257,body,Kitchen B1,"[COURSE1]맑은소고기무국,잡곡밥,바싹김치전,데리야끼미트볼조림,무말랭이무침740kcal(단백질:25g)Na함량:1229mg(염도:0.6%)[샐러드바]그린샐러드,살사푸실리샐러드,식혜,현미밥/백미밥,포기김치/열무김치",2023-06-23 17:51:00,2023-06-23,17:51,Friday,"맑은소고기무국,잡곡밥,바싹김치전,데리야끼미트볼조림,무말랭이무침",740,25,1229.0,NaN,NaN,NaN,NaN
926901260,body,Kitchen B1,"[COURSE1]양지탕,잡곡밥,두부구이&들기름양념장,느타리버섯볶음,고구마순나물,<매일유업>더그레잇티콤부차728kcal(단백질:31g)Na함량:1240mg(염도:0.6%)[COURSE2]돈목살필라프&계란프라이,맑은유부국,고로케&케첩,한입단무지,<매일유업>더그레잇티콤부차999kcal(단백질:35g)Na함량:1242mg(염도:0.5%)[샐러드바]그린샐러드,과일푸딩,건빵튀김,현미밥/백미밥,포기김치/깍두기",2023-06-26 11:17:00,2023-06-26,11:17,Monday,"양지탕,잡곡밥,두부구이&들기름양념장,느타리버섯볶음,고구마순나물,<매일유업>더그레잇티콤부차",728,31,1240.0,"돈목살필라프&계란프라이,맑은유부국,고로케&케첩,한입단무지,<매일유업>더그레잇티콤부차",999.0,35.0,1242.0
926901262,body,Kitchen B1,"[COURSE1]고사리오일파스타,크림스프,그릴함박&구운감자*씨겨자s,수제모듬피클819kcal(단백질:38g)Na함량:1335mg(염도:0.6%)[COURSE2]닭보쌈,잡곡밥,시래기된장국,옥수수맛살전,보쌈무김치907kcal(단백질:41g)Na함량:1282mg(염도:0.6%)[샐러드바]그린샐러드,요거트,토핑3종,현미밥/백미밥,배추겉절이/깍두기",2023-06-27 11:14:00,2023-06-27,11:14,Tuesday,"고사리오일파스타,크림스프,그릴함박&구운감자*씨겨자s,수제모듬피클",819,38,1335.0,"닭보쌈,잡곡밥,시래기된장국,옥수수맛살전,보쌈무김치",907.0,41.0,1282.0
